"Numero di Clusters";"AngelaIndex";"Individui per cluster (Numero cluster: numero elementi)";"Numero di riga";"Cluster"
3;0.593;"0 : 41,1 : 66,2 : 44";88;"0 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 0 2 0 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 0 2 0 1 0 1 1 1 1 2 2 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.592;"0 : 42,1 : 64,2 : 45";20;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 0 2 2 2 2 0 2 0 2 1 0 0 1 1 2 1 1 1 1 0 1 2 0 0 0 0 1 2 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.592;"0 : 43,1 : 38,2 : 70";32;"0 0 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 0 2 2 2 2 2 2 0 2 0 2 2 0 0 2 2 2 1 2 2 2 0 1 2 2 0 0 0 1 2 2 2 2 1 2 0 1 1 2 2 2 2 0 0 2 2 2 1 0 1 2 1 2 2 1 1 1 1 1 1 0 0 1 0 2 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 "
3;0.592;"0 : 41,1 : 65,2 : 45";67;"0 1 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 2 2 0 2 2 0 2 2 2 2 0 0 0 0 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 2 1 1 0 1 1 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 1 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.592;"0 : 41,1 : 101,2 : 9";105;"1 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 2 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 2 1 1 1 0 1 0 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 2 1 2 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.592;"0 : 45,1 : 97,2 : 9";140;"0 0 0 1 0 0 0 0 0 0 2 1 0 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 1 0 1 1 1 2 0 0 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.591;"0 : 43,1 : 22,2 : 86";34;"0 0 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 0 2 2 2 2 2 2 0 2 0 2 2 0 0 2 2 2 1 2 2 2 0 2 2 2 0 0 0 1 2 2 2 2 1 2 0 2 2 2 2 2 2 0 0 2 2 2 1 0 1 2 1 2 2 2 1 1 2 1 2 0 0 2 0 2 2 1 2 2 2 2 1 2 1 2 1 2 1 2 2 2 2 "
3;0.591;"0 : 43,1 : 62,2 : 46";38;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 0 1 2 2 2 2 2 0 2 1 2 1 0 0 0 0 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 0 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 2 0 1 1 0 0 2 1 0 0 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.591;"0 : 42,1 : 92,2 : 17";97;"0 0 1 2 0 0 1 2 0 0 0 2 1 0 0 2 2 2 1 2 0 1 2 0 2 1 2 2 0 0 2 2 0 1 0 2 0 2 2 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 0 1 0 2 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 "
3;0.591;"0 : 45,1 : 96,2 : 10";106;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 0 1 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.59;"0 : 44,1 : 59,2 : 48";33;"0 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 0 2 2 2 2 0 2 0 2 1 0 0 1 1 2 1 1 1 1 0 1 2 0 0 0 0 1 2 1 1 1 1 2 0 1 1 2 0 2 1 0 0 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.59;"0 : 43,1 : 95,2 : 13";39;"0 0 1 2 0 2 1 0 0 2 0 2 0 0 0 0 0 2 1 2 2 0 2 0 0 1 0 2 0 0 1 2 0 1 0 0 0 1 1 1 1 1 1 1 2 2 1 1 0 1 1 0 0 0 0 1 1 0 0 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 "
3;0.59;"0 : 42,1 : 94,2 : 15";63;"0 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 0 2 0 2 0 0 2 0 0 2 2 2 0 2 2 0 0 1 0 1 0 2 1 1 2 1 1 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.588;"0 : 44,1 : 69,2 : 38";42;"0 0 1 2 0 2 1 0 0 2 0 2 0 2 0 0 0 2 1 2 2 0 2 2 2 1 2 2 0 0 2 2 2 2 0 0 0 2 2 1 1 2 2 2 2 2 1 2 0 2 1 0 0 0 0 2 2 0 0 0 1 1 2 2 1 1 2 2 2 0 2 0 2 2 2 0 1 2 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 "
3;0.588;"0 : 43,1 : 95,2 : 13";57;"0 1 0 2 0 0 2 2 0 0 0 2 0 2 0 2 0 2 0 0 0 0 2 0 0 1 0 2 0 2 2 0 0 1 0 1 0 2 1 1 2 1 1 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.588;"0 : 44,1 : 63,2 : 44";69;"0 1 2 0 0 0 2 0 0 0 0 2 0 0 0 0 0 2 2 2 0 2 2 0 2 2 2 2 0 0 0 0 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 2 1 1 0 1 1 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 0 1 2 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 "
3;0.587;"0 : 45,1 : 66,2 : 40";89;"0 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 0 2 0 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 0 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 2 0 1 0 1 1 1 1 0 2 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.586;"0 : 43,1 : 101,2 : 7";44;"0 1 2 0 0 0 2 1 0 0 0 1 0 0 0 0 1 1 2 1 0 0 1 1 1 2 1 1 0 0 1 1 0 1 0 0 0 1 1 0 2 1 1 1 1 1 2 1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 2 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.585;"0 : 44,1 : 100,2 : 7";45;"0 1 2 0 0 0 2 1 0 0 0 1 0 0 0 0 1 1 2 1 0 0 1 1 1 2 1 1 0 0 1 1 0 1 0 0 0 1 1 0 2 1 1 1 1 1 2 1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 1 2 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.585;"0 : 44,1 : 98,2 : 9";94;"0 0 1 0 0 2 1 2 0 0 0 0 1 2 0 2 0 0 1 2 2 1 2 0 0 1 0 2 0 0 0 0 0 1 0 1 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;0.583;"0 : 45,1 : 94,2 : 12";64;"0 1 0 0 0 2 0 2 0 0 0 0 0 2 0 2 0 0 0 2 2 0 2 0 2 0 0 2 0 0 2 0 2 1 0 1 0 2 1 1 0 1 1 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.658;"0 : 29,1 : 68,2 : 37,3 : 17";90;"1 1 2 3 0 0 2 3 0 0 1 3 2 3 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 3 2 0 2 0 3 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 2 0 2 2 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 1 2 0 1 0 1 1 1 1 2 3 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.655;"0 : 29,1 : 102,2 : 11,3 : 9";100;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 1 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.653;"0 : 30,1 : 101,2 : 11,3 : 9";104;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 0 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.652;"0 : 32,1 : 68,2 : 44,3 : 7";129;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.652;"0 : 32,1 : 67,2 : 45,3 : 7";131;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.648;"0 : 36,1 : 97,2 : 9,3 : 9";107;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.647;"0 : 33,1 : 70,2 : 43,3 : 5";65;"1 1 2 3 0 0 2 3 0 0 1 2 2 0 0 3 0 2 2 2 0 2 2 0 2 2 2 2 0 3 3 0 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 1 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.647;"0 : 35,1 : 67,2 : 32,3 : 17";95;"1 1 2 3 0 0 2 3 0 0 1 3 2 0 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 0 2 0 3 0 3 3 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.646;"0 : 37,1 : 95,2 : 10,3 : 9";112;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.644;"0 : 36,1 : 66,2 : 44,3 : 5";133;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.643;"0 : 36,1 : 98,2 : 12,3 : 5";41;"0 1 2 0 0 3 2 1 0 3 0 1 0 3 0 0 1 1 2 1 1 0 1 3 1 2 1 1 0 0 1 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 2 2 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.643;"0 : 35,1 : 102,2 : 9,3 : 5";43;"0 1 2 0 0 0 2 1 0 0 0 1 0 0 3 0 1 1 2 1 0 2 1 1 1 2 1 1 0 0 1 1 0 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 3 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 3 1 3 1 1 1 1 3 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.64;"0 : 40,1 : 92,2 : 10,3 : 9";124;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 0 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.639;"0 : 39,1 : 66,2 : 40,3 : 6";134;"1 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 3 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 2 0 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.636;"0 : 40,1 : 63,2 : 42,3 : 6";96;"0 1 0 2 0 0 3 2 0 0 0 2 3 0 0 2 2 2 3 2 0 0 2 0 2 3 2 2 0 0 2 2 2 2 0 2 0 2 2 2 3 2 2 2 2 2 3 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 2 1 1 0 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 0 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.631;"0 : 42,1 : 92,2 : 12,3 : 5";46;"0 1 2 0 0 3 2 1 0 0 0 1 0 3 0 0 1 1 2 1 0 0 1 3 1 2 1 1 0 0 3 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;0.631;"0 : 43,1 : 53,2 : 33,3 : 22";136;"1 1 2 3 0 0 2 3 0 0 0 3 2 0 0 3 3 3 0 3 0 0 3 0 3 2 3 3 0 0 3 0 0 3 0 3 0 3 3 0 2 3 2 2 3 2 2 3 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 3 2 1 2 0 1 2 2 1 2 3 0 2 2 0 2 2 1 1 2 1 1 1 0 1 2 0 0 0 1 0 1 1 1 1 2 0 2 1 1 1 0 0 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;0.725;"0 : 15,1 : 104,2 : 14,3 : 9,4 : 9";98;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 2 4 1 0 2 1 2 1 0 1 2 0 2 1 3 1 1 2 1 4 1 1 1 1 1 1 1 1 3 1 1 4 1 4 1 1 1 3 1 3 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 1 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
